canonical_item_id,source,object_type,object_subtype,type_name,market_hash_name,item_name,weapon_type,weapon_family,weapon_name,skin_name,wear,rarity,collection,is_stattrak,is_souvenir,listing_id,asset_id,sample_price,sample_currency,raw_type
mp5_sd__focus__field_tested__stattrak,csgo_api_reference,weapon,SMGs,SMGs,StatTrak™ MP5-SD | Focus (Field-Tested),StatTrak™ MP5-SD | Focus (Field-Tested),SMGs,smg,MP5-SD,Focus,Field-Tested,Mil-Spec Grade,,True,False,skin-e051c197f5af_2_st,1344,,,
mp5_sd__focus__minimal_wear,csgo_api_reference,weapon,SMGs,SMGs,MP5-SD | Focus (Minimal Wear),MP5-SD | Focus (Minimal Wear),SMGs,smg,MP5-SD,Focus,Minimal Wear,Mil-Spec Grade,,False,False,skin-e051c197f5af_1,1344,,,
mp5_sd__focus__minimal_wear__stattrak,csgo_api_reference,weapon,SMGs,SMGs,StatTrak™ MP5-SD | Focus (Minimal Wear),StatTrak™ MP5-SD | Focus (Minimal Wear),SMGs,smg,MP5-SD,Focus,Minimal Wear,Mil-Spec Grade,,True,False,skin-e051c197f5af_1_st,1344,,,
mp5_sd__focus__well_worn,csgo_api_reference,weapon,SMGs,SMGs,MP5-SD | Focus (Well-Worn),MP5-SD | Focus (Well-Worn),SMGs,smg,MP5-SD,Focus,Well-Worn,Mil-Spec Grade,,False,False,skin-e051c197f5af_3,1344,,,
mp5_sd__focus__well_worn__stattrak,csgo_api_reference,weapon,SMGs,SMGs,StatTrak™ MP5-SD | Focus (Well-Worn),StatTrak™ MP5-SD | Focus (Well-Worn),SMGs,smg,MP5-SD,Focus,Well-Worn,Mil-Spec Grade,,True,False,skin-e051c197f5af_3_st,1344,,,
mp5_sd__gauss__battle_scarred,csgo_api_reference,weapon,SMGs,SMGs,MP5-SD | Gauss (Battle-Scarred),MP5-SD | Gauss (Battle-Scarred),SMGs,smg,MP5-SD,Gauss,Battle-Scarred,Restricted,,False,False,skin-640691d10403_4,846,,,
mp5_sd__gauss__battle_scarred__stattrak,csgo_api_reference,weapon,SMGs,SMGs,StatTrak™ MP5-SD | Gauss (Battle-Scarred),StatTrak™ MP5-SD | Gauss (Battle-Scarred),SMGs,smg,MP5-SD,Gauss,Battle-Scarred,Restricted,,True,False,skin-640691d10403_4_st,846,,,
mp5_sd__gauss__factory_new,csgo_api_reference,weapon,SMGs,SMGs,MP5-SD | Gauss (Factory New),MP5-SD | Gauss (Factory New),SMGs,smg,MP5-SD,Gauss,Factory New,Restricted,,False,False,skin-640691d10403_0,846,,,
mp5_sd__gauss__factory_new__stattrak,csgo_api_reference,weapon,SMGs,SMGs,StatTrak™ MP5-SD | Gauss (Factory New),StatTrak™ MP5-SD | Gauss (Factory New),SMGs,smg,MP5-SD,Gauss,Factory New,Restricted,,True,False,skin-640691d10403_0_st,846,,,
mp5_sd__gauss__field_tested,csgo_api_reference,weapon,SMGs,SMGs,MP5-SD | Gauss (Field-Tested),MP5-SD | Gauss (Field-Tested),SMGs,smg,MP5-SD,Gauss,Field-Tested,Restricted,,False,False,skin-640691d10403_2,846,,,
mp5_sd__gauss__field_tested__stattrak,csgo_api_reference,weapon,SMGs,SMGs,StatTrak™ MP5-SD | Gauss (Field-Tested),StatTrak™ MP5-SD | Gauss (Field-Tested),SMGs,smg,MP5-SD,Gauss,Field-Tested,Restricted,,True,False,skin-640691d10403_2_st,846,,,
mp5_sd__gauss__minimal_wear,csgo_api_reference,weapon,SMGs,SMGs,MP5-SD | Gauss (Minimal Wear),MP5-SD | Gauss (Minimal Wear),SMGs,smg,MP5-SD,Gauss,Minimal Wear,Restricted,,False,False,skin-640691d10403_1,846,,,
mp5_sd__gauss__minimal_wear__stattrak,csgo_api_reference,weapon,SMGs,SMGs,StatTrak™ MP5-SD | Gauss (Minimal Wear),StatTrak™ MP5-SD | Gauss (Minimal Wear),SMGs,smg,MP5-SD,Gauss,Minimal Wear,Restricted,,True,False,skin-640691d10403_1_st,846,,,
mp5_sd__gauss__well_worn,csgo_api_reference,weapon,SMGs,SMGs,MP5-SD | Gauss (Well-Worn),MP5-SD | Gauss (Well-Worn),SMGs,smg,MP5-SD,Gauss,Well-Worn,Restricted,,False,False,skin-640691d10403_3,846,,,
mp5_sd__gauss__well_worn__stattrak,csgo_api_reference,weapon,SMGs,SMGs,StatTrak™ MP5-SD | Gauss (Well-Worn),StatTrak™ MP5-SD | Gauss (Well-Worn),SMGs,smg,MP5-SD,Gauss,Well-Worn,Restricted,,True,False,skin-640691d10403_3_st,846,,,
mp5_sd__gold_leaf__battle_scarred,csgo_api_reference,weapon,SMGs,SMGs,MP5-SD | Gold Leaf (Battle-Scarred),MP5-SD | Gold Leaf (Battle-Scarred),SMGs,smg,MP5-SD,Gold Leaf,Battle-Scarred,Mil-Spec Grade,,False,False,skin-279e913dd981_4,1294,,,
mp5_sd__gold_leaf__factory_new,csgo_api_reference,weapon,SMGs,SMGs,MP5-SD | Gold Leaf (Factory New),MP5-SD | Gold Leaf (Factory New),SMGs,smg,MP5-SD,Gold Leaf,Factory New,Mil-Spec Grade,,False,False,skin-279e913dd981_0,1294,,,
mp5_sd__gold_leaf__field_tested,csgo_api_reference,weapon,SMGs,SMGs,MP5-SD | Gold Leaf (Field-Tested),MP5-SD | Gold Leaf (Field-Tested),SMGs,smg,MP5-SD,Gold Leaf,Field-Tested,Mil-Spec Grade,,False,False,skin-279e913dd981_2,1294,,,
mp5_sd__gold_leaf__minimal_wear,csgo_api_reference,weapon,SMGs,SMGs,MP5-SD | Gold Leaf (Minimal Wear),MP5-SD | Gold Leaf (Minimal Wear),SMGs,smg,MP5-SD,Gold Leaf,Minimal Wear,Mil-Spec Grade,,False,False,skin-279e913dd981_1,1294,,,
mp5_sd__gold_leaf__well_worn,csgo_api_reference,weapon,SMGs,SMGs,MP5-SD | Gold Leaf (Well-Worn),MP5-SD | Gold Leaf (Well-Worn),SMGs,smg,MP5-SD,Gold Leaf,Well-Worn,Mil-Spec Grade,,False,False,skin-279e913dd981_3,1294,,,
mp5_sd__kitbash__battle_scarred,csgo_api_reference,weapon,SMGs,SMGs,MP5-SD | Kitbash (Battle-Scarred),MP5-SD | Kitbash (Battle-Scarred),SMGs,smg,MP5-SD,Kitbash,Battle-Scarred,Restricted,,False,False,skin-527de8ce168e_4,974,,,
mp5_sd__kitbash__battle_scarred__stattrak,csgo_api_reference,weapon,SMGs,SMGs,StatTrak™ MP5-SD | Kitbash (Battle-Scarred),StatTrak™ MP5-SD | Kitbash (Battle-Scarred),SMGs,smg,MP5-SD,Kitbash,Battle-Scarred,Restricted,,True,False,skin-527de8ce168e_4_st,974,,,
mp5_sd__kitbash__factory_new,csgo_api_reference,weapon,SMGs,SMGs,MP5-SD | Kitbash (Factory New),MP5-SD | Kitbash (Factory New),SMGs,smg,MP5-SD,Kitbash,Factory New,Restricted,,False,False,skin-527de8ce168e_0,974,,,
mp5_sd__kitbash__factory_new__stattrak,csgo_api_reference,weapon,SMGs,SMGs,StatTrak™ MP5-SD | Kitbash (Factory New),StatTrak™ MP5-SD | Kitbash (Factory New),SMGs,smg,MP5-SD,Kitbash,Factory New,Restricted,,True,False,skin-527de8ce168e_0_st,974,,,
mp5_sd__kitbash__field_tested,csgo_api_reference,weapon,SMGs,SMGs,MP5-SD | Kitbash (Field-Tested),MP5-SD | Kitbash (Field-Tested),SMGs,smg,MP5-SD,Kitbash,Field-Tested,Restricted,,False,False,skin-527de8ce168e_2,974,,,
mp5_sd__kitbash__field_tested__stattrak,csgo_api_reference,weapon,SMGs,SMGs,StatTrak™ MP5-SD | Kitbash (Field-Tested),StatTrak™ MP5-SD | Kitbash (Field-Tested),SMGs,smg,MP5-SD,Kitbash,Field-Tested,Restricted,,True,False,skin-527de8ce168e_2_st,974,,,
mp5_sd__kitbash__minimal_wear,csgo_api_reference,weapon,SMGs,SMGs,MP5-SD | Kitbash (Minimal Wear),MP5-SD | Kitbash (Minimal Wear),SMGs,smg,MP5-SD,Kitbash,Minimal Wear,Restricted,,False,False,skin-527de8ce168e_1,974,,,
mp5_sd__kitbash__minimal_wear__stattrak,csgo_api_reference,weapon,SMGs,SMGs,StatTrak™ MP5-SD | Kitbash (Minimal Wear),StatTrak™ MP5-SD | Kitbash (Minimal Wear),SMGs,smg,MP5-SD,Kitbash,Minimal Wear,Restricted,,True,False,skin-527de8ce168e_1_st,974,,,
mp5_sd__kitbash__well_worn,csgo_api_reference,weapon,SMGs,SMGs,MP5-SD | Kitbash (Well-Worn),MP5-SD | Kitbash (Well-Worn),SMGs,smg,MP5-SD,Kitbash,Well-Worn,Restricted,,False,False,skin-527de8ce168e_3,974,,,
mp5_sd__kitbash__well_worn__stattrak,csgo_api_reference,weapon,SMGs,SMGs,StatTrak™ MP5-SD | Kitbash (Well-Worn),StatTrak™ MP5-SD | Kitbash (Well-Worn),SMGs,smg,MP5-SD,Kitbash,Well-Worn,Restricted,,True,False,skin-527de8ce168e_3_st,974,,,
mp5_sd__lab_rats__factory_new__souvenir,csgo_api_reference,weapon,SMGs,SMGs,Souvenir MP5-SD | Lab Rats (Factory New),Souvenir MP5-SD | Lab Rats (Factory New),SMGs,smg,MP5-SD,Lab Rats,Factory New,Restricted,,False,True,skin-e73d6e7e9004_0_so,800,,,
mp5_sd__lab_rats__field_tested__souvenir,csgo_api_reference,weapon,SMGs,SMGs,Souvenir MP5-SD | Lab Rats (Field-Tested),Souvenir MP5-SD | Lab Rats (Field-Tested),SMGs,smg,MP5-SD,Lab Rats,Field-Tested,Restricted,,False,True,skin-e73d6e7e9004_2_so,800,,,
mp5_sd__lab_rats__minimal_wear__souvenir,csgo_api_reference,weapon,SMGs,SMGs,Souvenir MP5-SD | Lab Rats (Minimal Wear),Souvenir MP5-SD | Lab Rats (Minimal Wear),SMGs,smg,MP5-SD,Lab Rats,Minimal Wear,Restricted,,False,True,skin-e73d6e7e9004_1_so,800,,,
mp5_sd__lime_hex__battle_scarred,csgo_api_reference,weapon,SMGs,SMGs,MP5-SD | Lime Hex (Battle-Scarred),MP5-SD | Lime Hex (Battle-Scarred),SMGs,smg,MP5-SD,Lime Hex,Battle-Scarred,Consumer Grade,,False,False,skin-e6401ef3f5b7_4,1274,,,
mp5_sd__lime_hex__factory_new,csgo_api_reference,weapon,SMGs,SMGs,MP5-SD | Lime Hex (Factory New),MP5-SD | Lime Hex (Factory New),SMGs,smg,MP5-SD,Lime Hex,Factory New,Consumer Grade,,False,False,skin-e6401ef3f5b7_0,1274,,,
mp5_sd__lime_hex__field_tested,csgo_api_reference,weapon,SMGs,SMGs,MP5-SD | Lime Hex (Field-Tested),MP5-SD | Lime Hex (Field-Tested),SMGs,smg,MP5-SD,Lime Hex,Field-Tested,Consumer Grade,,False,False,skin-e6401ef3f5b7_2,1274,,,
mp5_sd__lime_hex__minimal_wear,csgo_api_reference,weapon,SMGs,SMGs,MP5-SD | Lime Hex (Minimal Wear),MP5-SD | Lime Hex (Minimal Wear),SMGs,smg,MP5-SD,Lime Hex,Minimal Wear,Consumer Grade,,False,False,skin-e6401ef3f5b7_1,1274,,,
mp5_sd__lime_hex__well_worn,csgo_api_reference,weapon,SMGs,SMGs,MP5-SD | Lime Hex (Well-Worn),MP5-SD | Lime Hex (Well-Worn),SMGs,smg,MP5-SD,Lime Hex,Well-Worn,Consumer Grade,,False,False,skin-e6401ef3f5b7_3,1274,,,
mp5_sd__liquidation__battle_scarred,csgo_api_reference,weapon,SMGs,SMGs,MP5-SD | Liquidation (Battle-Scarred),MP5-SD | Liquidation (Battle-Scarred),SMGs,smg,MP5-SD,Liquidation,Battle-Scarred,Mil-Spec Grade,,False,False,skin-d87f89df4191_4,1231,,,
mp5_sd__liquidation__battle_scarred__stattrak,csgo_api_reference,weapon,SMGs,SMGs,StatTrak™ MP5-SD | Liquidation (Battle-Scarred),StatTrak™ MP5-SD | Liquidation (Battle-Scarred),SMGs,smg,MP5-SD,Liquidation,Battle-Scarred,Mil-Spec Grade,,True,False,skin-d87f89df4191_4_st,1231,,,
mp5_sd__liquidation__factory_new,csgo_api_reference,weapon,SMGs,SMGs,MP5-SD | Liquidation (Factory New),MP5-SD | Liquidation (Factory New),SMGs,smg,MP5-SD,Liquidation,Factory New,Mil-Spec Grade,,False,False,skin-d87f89df4191_0,1231,,,
mp5_sd__liquidation__factory_new__stattrak,csgo_api_reference,weapon,SMGs,SMGs,StatTrak™ MP5-SD | Liquidation (Factory New),StatTrak™ MP5-SD | Liquidation (Factory New),SMGs,smg,MP5-SD,Liquidation,Factory New,Mil-Spec Grade,,True,False,skin-d87f89df4191_0_st,1231,,,
mp5_sd__liquidation__field_tested,csgo_api_reference,weapon,SMGs,SMGs,MP5-SD | Liquidation (Field-Tested),MP5-SD | Liquidation (Field-Tested),SMGs,smg,MP5-SD,Liquidation,Field-Tested,Mil-Spec Grade,,False,False,skin-d87f89df4191_2,1231,,,
mp5_sd__liquidation__field_tested__stattrak,csgo_api_reference,weapon,SMGs,SMGs,StatTrak™ MP5-SD | Liquidation (Field-Tested),StatTrak™ MP5-SD | Liquidation (Field-Tested),SMGs,smg,MP5-SD,Liquidation,Field-Tested,Mil-Spec Grade,,True,False,skin-d87f89df4191_2_st,1231,,,
mp5_sd__liquidation__minimal_wear,csgo_api_reference,weapon,SMGs,SMGs,MP5-SD | Liquidation (Minimal Wear),MP5-SD | Liquidation (Minimal Wear),SMGs,smg,MP5-SD,Liquidation,Minimal Wear,Mil-Spec Grade,,False,False,skin-d87f89df4191_1,1231,,,
mp5_sd__liquidation__minimal_wear__stattrak,csgo_api_reference,weapon,SMGs,SMGs,StatTrak™ MP5-SD | Liquidation (Minimal Wear),StatTrak™ MP5-SD | Liquidation (Minimal Wear),SMGs,smg,MP5-SD,Liquidation,Minimal Wear,Mil-Spec Grade,,True,False,skin-d87f89df4191_1_st,1231,,,
mp5_sd__liquidation__well_worn,csgo_api_reference,weapon,SMGs,SMGs,MP5-SD | Liquidation (Well-Worn),MP5-SD | Liquidation (Well-Worn),SMGs,smg,MP5-SD,Liquidation,Well-Worn,Mil-Spec Grade,,False,False,skin-d87f89df4191_3,1231,,,
mp5_sd__liquidation__well_worn__stattrak,csgo_api_reference,weapon,SMGs,SMGs,StatTrak™ MP5-SD | Liquidation (Well-Worn),StatTrak™ MP5-SD | Liquidation (Well-Worn),SMGs,smg,MP5-SD,Liquidation,Well-Worn,Mil-Spec Grade,,True,False,skin-d87f89df4191_3_st,1231,,,
mp5_sd__necro_jr__battle_scarred,csgo_api_reference,weapon,SMGs,SMGs,MP5-SD | Necro Jr. (Battle-Scarred),MP5-SD | Necro Jr. (Battle-Scarred),SMGs,smg,MP5-SD,Necro Jr.,Battle-Scarred,Mil-Spec Grade,,False,False,skin-0571189c0ca3_4,1137,,,
mp5_sd__necro_jr__battle_scarred__stattrak,csgo_api_reference,weapon,SMGs,SMGs,StatTrak™ MP5-SD | Necro Jr. (Battle-Scarred),StatTrak™ MP5-SD | Necro Jr. (Battle-Scarred),SMGs,smg,MP5-SD,Necro Jr.,Battle-Scarred,Mil-Spec Grade,,True,False,skin-0571189c0ca3_4_st,1137,,,
mp5_sd__necro_jr__factory_new,csgo_api_reference,weapon,SMGs,SMGs,MP5-SD | Necro Jr. (Factory New),MP5-SD | Necro Jr. (Factory New),SMGs,smg,MP5-SD,Necro Jr.,Factory New,Mil-Spec Grade,,False,False,skin-0571189c0ca3_0,1137,,,
mp5_sd__necro_jr__factory_new__stattrak,csgo_api_reference,weapon,SMGs,SMGs,StatTrak™ MP5-SD | Necro Jr. (Factory New),StatTrak™ MP5-SD | Necro Jr. (Factory New),SMGs,smg,MP5-SD,Necro Jr.,Factory New,Mil-Spec Grade,,True,False,skin-0571189c0ca3_0_st,1137,,,
mp5_sd__necro_jr__field_tested,csgo_api_reference,weapon,SMGs,SMGs,MP5-SD | Necro Jr. (Field-Tested),MP5-SD | Necro Jr. (Field-Tested),SMGs,smg,MP5-SD,Necro Jr.,Field-Tested,Mil-Spec Grade,,False,False,skin-0571189c0ca3_2,1137,,,
mp5_sd__necro_jr__field_tested__stattrak,csgo_api_reference,weapon,SMGs,SMGs,StatTrak™ MP5-SD | Necro Jr. (Field-Tested),StatTrak™ MP5-SD | Necro Jr. (Field-Tested),SMGs,smg,MP5-SD,Necro Jr.,Field-Tested,Mil-Spec Grade,,True,False,skin-0571189c0ca3_2_st,1137,,,
mp5_sd__necro_jr__minimal_wear,csgo_api_reference,weapon,SMGs,SMGs,MP5-SD | Necro Jr. (Minimal Wear),MP5-SD | Necro Jr. (Minimal Wear),SMGs,smg,MP5-SD,Necro Jr.,Minimal Wear,Mil-Spec Grade,,False,False,skin-0571189c0ca3_1,1137,,,
mp5_sd__necro_jr__minimal_wear__stattrak,csgo_api_reference,weapon,SMGs,SMGs,StatTrak™ MP5-SD | Necro Jr. (Minimal Wear),StatTrak™ MP5-SD | Necro Jr. (Minimal Wear),SMGs,smg,MP5-SD,Necro Jr.,Minimal Wear,Mil-Spec Grade,,True,False,skin-0571189c0ca3_1_st,1137,,,
mp5_sd__necro_jr__well_worn,csgo_api_reference,weapon,SMGs,SMGs,MP5-SD | Necro Jr. (Well-Worn),MP5-SD | Necro Jr. (Well-Worn),SMGs,smg,MP5-SD,Necro Jr.,Well-Worn,Mil-Spec Grade,,False,False,skin-0571189c0ca3_3,1137,,,
mp5_sd__necro_jr__well_worn__stattrak,csgo_api_reference,weapon,SMGs,SMGs,StatTrak™ MP5-SD | Necro Jr. (Well-Worn),StatTrak™ MP5-SD | Necro Jr. (Well-Worn),SMGs,smg,MP5-SD,Necro Jr.,Well-Worn,Mil-Spec Grade,,True,False,skin-0571189c0ca3_3_st,1137,,,
mp5_sd__neon_squeezer__battle_scarred,csgo_api_reference,weapon,SMGs,SMGs,MP5-SD | Neon Squeezer (Battle-Scarred),MP5-SD | Neon Squeezer (Battle-Scarred),SMGs,smg,MP5-SD,Neon Squeezer,Battle-Scarred,Industrial Grade,,False,False,skin-d26c8acd0505_2,161,,,
mp5_sd__neon_squeezer__battle_scarred__souvenir,csgo_api_reference,weapon,SMGs,SMGs,Souvenir MP5-SD | Neon Squeezer (Battle-Scarred),Souvenir MP5-SD | Neon Squeezer (Battle-Scarred),SMGs,smg,MP5-SD,Neon Squeezer,Battle-Scarred,Industrial Grade,,False,True,skin-d26c8acd0505_2_so,161,,,
mp5_sd__neon_squeezer__field_tested,csgo_api_reference,weapon,SMGs,SMGs,MP5-SD | Neon Squeezer (Field-Tested),MP5-SD | Neon Squeezer (Field-Tested),SMGs,smg,MP5-SD,Neon Squeezer,Field-Tested,Industrial Grade,,False,False,skin-d26c8acd0505_0,161,,,
mp5_sd__neon_squeezer__field_tested__souvenir,csgo_api_reference,weapon,SMGs,SMGs,Souvenir MP5-SD | Neon Squeezer (Field-Tested),Souvenir MP5-SD | Neon Squeezer (Field-Tested),SMGs,smg,MP5-SD,Neon Squeezer,Field-Tested,Industrial Grade,,False,True,skin-d26c8acd0505_0_so,161,,,
mp5_sd__neon_squeezer__well_worn,csgo_api_reference,weapon,SMGs,SMGs,MP5-SD | Neon Squeezer (Well-Worn),MP5-SD | Neon Squeezer (Well-Worn),SMGs,smg,MP5-SD,Neon Squeezer,Well-Worn,Industrial Grade,,False,False,skin-d26c8acd0505_1,161,,,
mp5_sd__neon_squeezer__well_worn__souvenir,csgo_api_reference,weapon,SMGs,SMGs,Souvenir MP5-SD | Neon Squeezer (Well-Worn),Souvenir MP5-SD | Neon Squeezer (Well-Worn),SMGs,smg,MP5-SD,Neon Squeezer,Well-Worn,Industrial Grade,,False,True,skin-d26c8acd0505_1_so,161,,,
mp5_sd__nitro__battle_scarred,csgo_api_reference,weapon,SMGs,SMGs,MP5-SD | Nitro (Battle-Scarred),MP5-SD | Nitro (Battle-Scarred),SMGs,smg,MP5-SD,Nitro,Battle-Scarred,Industrial Grade,,False,False,skin-9a6d2fd4886e_4,798,,,
mp5_sd__nitro__factory_new,csgo_api_reference,weapon,SMGs,SMGs,MP5-SD | Nitro (Factory New),MP5-SD | Nitro (Factory New),SMGs,smg,MP5-SD,Nitro,Factory New,Industrial Grade,,False,False,skin-9a6d2fd4886e_0,798,,,
mp5_sd__nitro__field_tested,csgo_api_reference,weapon,SMGs,SMGs,MP5-SD | Nitro (Field-Tested),MP5-SD | Nitro (Field-Tested),SMGs,smg,MP5-SD,Nitro,Field-Tested,Industrial Grade,,False,False,skin-9a6d2fd4886e_2,798,,,
mp5_sd__nitro__minimal_wear,csgo_api_reference,weapon,SMGs,SMGs,MP5-SD | Nitro (Minimal Wear),MP5-SD | Nitro (Minimal Wear),SMGs,smg,MP5-SD,Nitro,Minimal Wear,Industrial Grade,,False,False,skin-9a6d2fd4886e_1,798,,,
mp5_sd__nitro__well_worn,csgo_api_reference,weapon,SMGs,SMGs,MP5-SD | Nitro (Well-Worn),MP5-SD | Nitro (Well-Worn),SMGs,smg,MP5-SD,Nitro,Well-Worn,Industrial Grade,,False,False,skin-9a6d2fd4886e_3,798,,,
mp5_sd__oxide_oasis__battle_scarred,csgo_api_reference,weapon,SMGs,SMGs,MP5-SD | Oxide Oasis (Battle-Scarred),MP5-SD | Oxide Oasis (Battle-Scarred),SMGs,smg,MP5-SD,Oxide Oasis,Battle-Scarred,Classified,,False,False,skin-169fc42e8d8a_4,923,,,
mp5_sd__oxide_oasis__battle_scarred__souvenir,csgo_api_reference,weapon,SMGs,SMGs,Souvenir MP5-SD | Oxide Oasis (Battle-Scarred),Souvenir MP5-SD | Oxide Oasis (Battle-Scarred),SMGs,smg,MP5-SD,Oxide Oasis,Battle-Scarred,Classified,,False,True,skin-169fc42e8d8a_4_so,923,,,
mp5_sd__oxide_oasis__factory_new,csgo_api_reference,weapon,SMGs,SMGs,MP5-SD | Oxide Oasis (Factory New),MP5-SD | Oxide Oasis (Factory New),SMGs,smg,MP5-SD,Oxide Oasis,Factory New,Classified,,False,False,skin-169fc42e8d8a_0,923,,,
mp5_sd__oxide_oasis__factory_new__souvenir,csgo_api_reference,weapon,SMGs,SMGs,Souvenir MP5-SD | Oxide Oasis (Factory New),Souvenir MP5-SD | Oxide Oasis (Factory New),SMGs,smg,MP5-SD,Oxide Oasis,Factory New,Classified,,False,True,skin-169fc42e8d8a_0_so,923,,,
mp5_sd__oxide_oasis__field_tested,csgo_api_reference,weapon,SMGs,SMGs,MP5-SD | Oxide Oasis (Field-Tested),MP5-SD | Oxide Oasis (Field-Tested),SMGs,smg,MP5-SD,Oxide Oasis,Field-Tested,Classified,,False,False,skin-169fc42e8d8a_2,923,,,
mp5_sd__oxide_oasis__field_tested__souvenir,csgo_api_reference,weapon,SMGs,SMGs,Souvenir MP5-SD | Oxide Oasis (Field-Tested),Souvenir MP5-SD | Oxide Oasis (Field-Tested),SMGs,smg,MP5-SD,Oxide Oasis,Field-Tested,Classified,,False,True,skin-169fc42e8d8a_2_so,923,,,
mp5_sd__oxide_oasis__minimal_wear,csgo_api_reference,weapon,SMGs,SMGs,MP5-SD | Oxide Oasis (Minimal Wear),MP5-SD | Oxide Oasis (Minimal Wear),SMGs,smg,MP5-SD,Oxide Oasis,Minimal Wear,Classified,,False,False,skin-169fc42e8d8a_1,923,,,
mp5_sd__oxide_oasis__minimal_wear__souvenir,csgo_api_reference,weapon,SMGs,SMGs,Souvenir MP5-SD | Oxide Oasis (Minimal Wear),Souvenir MP5-SD | Oxide Oasis (Minimal Wear),SMGs,smg,MP5-SD,Oxide Oasis,Minimal Wear,Classified,,False,True,skin-169fc42e8d8a_1_so,923,,,
mp5_sd__oxide_oasis__well_worn,csgo_api_reference,weapon,SMGs,SMGs,MP5-SD | Oxide Oasis (Well-Worn),MP5-SD | Oxide Oasis (Well-Worn),SMGs,smg,MP5-SD,Oxide Oasis,Well-Worn,Classified,,False,False,skin-169fc42e8d8a_3,923,,,
mp5_sd__oxide_oasis__well_worn__souvenir,csgo_api_reference,weapon,SMGs,SMGs,Souvenir MP5-SD | Oxide Oasis (Well-Worn),Souvenir MP5-SD | Oxide Oasis (Well-Worn),SMGs,smg,MP5-SD,Oxide Oasis,Well-Worn,Classified,,False,True,skin-169fc42e8d8a_3_so,923,,,
mp5_sd__phosphor__battle_scarred,csgo_api_reference,weapon,SMGs,SMGs,MP5-SD | Phosphor (Battle-Scarred),MP5-SD | Phosphor (Battle-Scarred),SMGs,smg,MP5-SD,Phosphor,Battle-Scarred,Classified,,False,False,skin-aa2d649aeaf6_4,810,,,
mp5_sd__phosphor__battle_scarred__stattrak,csgo_api_reference,weapon,SMGs,SMGs,StatTrak™ MP5-SD | Phosphor (Battle-Scarred),StatTrak™ MP5-SD | Phosphor (Battle-Scarred),SMGs,smg,MP5-SD,Phosphor,Battle-Scarred,Classified,,True,False,skin-aa2d649aeaf6_4_st,810,,,
mp5_sd__phosphor__factory_new,csgo_api_reference,weapon,SMGs,SMGs,MP5-SD | Phosphor (Factory New),MP5-SD | Phosphor (Factory New),SMGs,smg,MP5-SD,Phosphor,Factory New,Classified,,False,False,skin-aa2d649aeaf6_0,810,,,
mp5_sd__phosphor__factory_new__stattrak,csgo_api_reference,weapon,SMGs,SMGs,StatTrak™ MP5-SD | Phosphor (Factory New),StatTrak™ MP5-SD | Phosphor (Factory New),SMGs,smg,MP5-SD,Phosphor,Factory New,Classified,,True,False,skin-aa2d649aeaf6_0_st,810,,,
mp5_sd__phosphor__field_tested,csgo_api_reference,weapon,SMGs,SMGs,MP5-SD | Phosphor (Field-Tested),MP5-SD | Phosphor (Field-Tested),SMGs,smg,MP5-SD,Phosphor,Field-Tested,Classified,,False,False,skin-aa2d649aeaf6_2,810,,,
mp5_sd__phosphor__field_tested__stattrak,csgo_api_reference,weapon,SMGs,SMGs,StatTrak™ MP5-SD | Phosphor (Field-Tested),StatTrak™ MP5-SD | Phosphor (Field-Tested),SMGs,smg,MP5-SD,Phosphor,Field-Tested,Classified,,True,False,skin-aa2d649aeaf6_2_st,810,,,
mp5_sd__phosphor__minimal_wear,csgo_api_reference,weapon,SMGs,SMGs,MP5-SD | Phosphor (Minimal Wear),MP5-SD | Phosphor (Minimal Wear),SMGs,smg,MP5-SD,Phosphor,Minimal Wear,Classified,,False,False,skin-aa2d649aeaf6_1,810,,,
mp5_sd__phosphor__minimal_wear__stattrak,csgo_api_reference,weapon,SMGs,SMGs,StatTrak™ MP5-SD | Phosphor (Minimal Wear),StatTrak™ MP5-SD | Phosphor (Minimal Wear),SMGs,smg,MP5-SD,Phosphor,Minimal Wear,Classified,,True,False,skin-aa2d649aeaf6_1_st,810,,,
mp5_sd__phosphor__well_worn,csgo_api_reference,weapon,SMGs,SMGs,MP5-SD | Phosphor (Well-Worn),MP5-SD | Phosphor (Well-Worn),SMGs,smg,MP5-SD,Phosphor,Well-Worn,Classified,,False,False,skin-aa2d649aeaf6_3,810,,,
mp5_sd__phosphor__well_worn__stattrak,csgo_api_reference,weapon,SMGs,SMGs,StatTrak™ MP5-SD | Phosphor (Well-Worn),StatTrak™ MP5-SD | Phosphor (Well-Worn),SMGs,smg,MP5-SD,Phosphor,Well-Worn,Classified,,True,False,skin-aa2d649aeaf6_3_st,810,,,
mp5_sd__picnic__battle_scarred,csgo_api_reference,weapon,SMGs,SMGs,MP5-SD | Picnic (Battle-Scarred),MP5-SD | Picnic (Battle-Scarred),SMGs,smg,MP5-SD,Picnic,Battle-Scarred,Industrial Grade,,False,False,skin-105633b3f165_4,1385,,,
mp5_sd__picnic__factory_new,csgo_api_reference,weapon,SMGs,SMGs,MP5-SD | Picnic (Factory New),MP5-SD | Picnic (Factory New),SMGs,smg,MP5-SD,Picnic,Factory New,Industrial Grade,,False,False,skin-105633b3f165_0,1385,,,
